YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,WEATHER_ARR_DEG,DISTANCE_TYPE,IS_HOLYDAY,IS_VICATION,WEATHER_DEP_DESC,WEATHER_DEP_DESC_CODE,WEATHER_DEP_DEG,WEATHER_ARR_DESC,WEATHER_ARR_DESC_CODE,DELAY_TYPE
2015,1,1,4,WN,1003,TLV,FLL,1715,1720,5,8,1728,110,96,85,581,1853,3,1905,1856,-9,21.4,Short,FALSE,FALSE,Sunny,1000,18.7,Partly cloudy,1003,No Delay
2015,1,1,4,WN,146,TLV,MCO,1715,1712,-3,11,1723,85,81,63,404,1826,7,1840,1833,-7,19.2,Short,FALSE,FALSE,Sunny,1000,18.7,Sunny,1000,No Delay
2015,1,1,4,DL,1250,DFW,TLV,1715,1711,-4,12,1723,124,113,92,731,1955,9,2019,2004,-15,18.7,Short,FALSE,FALSE,Sunny,1000,3.5,Sunny,1000,No Delay
2015,1,1,4,US,1744,TLV,CLT,1725,1720,-5,13,1733,70,65,43,226,1816,9,1835,1825,-10,8.3,Short,FALSE,FALSE,Sunny,1000,18.7,Overcast,1009,No Delay
2015,1,1,4,WN,4788,TLV,TPA,1725,1723,-2,13,1736,85,93,64,406,1840,16,1850,1856,6,20.3,Short,FALSE,FALSE,Sunny,1000,18.7,Sunny,1000,No Delay
2015,1,1,4,DL,1924,TLV,BWI,1725,1723,-2,14,1737,109,100,77,577,1854,9,1914,1903,-11,-3,Short,FALSE,FALSE,Sunny,1000,18.7,Light drizzle,1153,No Delay
2015,1,1,4,DL,897,MCO,TLV,1730,1726,-4,12,1738,99,77,59,404,1837,6,1909,1843,-26,18.7,Short,FALSE,FALSE,Sunny,1000,19.2,Sunny,1000,No Delay
2015,1,1,4,DL,2547,LGA,TLV,1730,1746,16,12,1758,167,132,113,762,1951,7,2017,1958,-19,18.7,Short,FALSE,FALSE,Light snow,1213,-4,Sunny,1000,No Delay
2015,1,1,4,DL,1725,BWI,TLV,1730,1726,-4,10,1736,124,104,91,577,1907,3,1934,1910,-24,18.7,Short,FALSE,FALSE,Light drizzle,1153,-3,Sunny,1000,No Delay
2015,1,1,4,NK,146,TLV,DFW,1730,1747,17,13,1800,149,146,119,731,1859,14,1859,1913,14,3.5,Short,FALSE,FALSE,Sunny,1000,18.7,Sunny,1000,No Delay
2015,1,1,4,DL,1140,TLV,MSY,1735,1730,-5,14,1744,99,90,71,425,1755,5,1814,1800,-14,19.9,Short,FALSE,FALSE,Sunny,1000,18.7,Partly cloudy,1003,No Delay
2015,1,1,4,WN,474,TPA,TLV,1745,1807,22,9,1816,95,89,69,406,1925,11,1920,1936,16,18.2,Short,FALSE,FALSE,Sunny,1000,19,Sunny,1000,Delayed
2015,1,1,4,DL,1277,MSY,TLV,1745,1740,-5,10,1750,88,75,60,425,1950,5,2013,1955,-18,18.7,Short,FALSE,FALSE,Partly cloudy,1003,19.9,Sunny,1000,No Delay
2015,1,1,4,DL,1986,TLV,LGA,1745,1743,-2,12,1755,140,117,97,762,1932,8,2005,1940,-25,-4,Short,FALSE,FALSE,Sunny,1000,18.7,Light snow,1213,No Delay
2015,1,1,4,DL,2172,TPA,TLV,1745,1741,-4,11,1752,97,80,64,406,1856,5,1922,1901,-21,18.7,Short,FALSE,FALSE,Sunny,1000,20.3,Sunny,1000,No Delay
2015,1,1,4,DL,1860,MIA,TLV,1745,1744,-1,17,1801,125,114,92,594,1933,5,1950,1938,-12,18.7,Short,FALSE,FALSE,Sunny,1000,21.4,Sunny,1000,No Delay
2015,1,1,4,DL,2055,TLV,LAX,1750,1745,-5,17,1802,309,291,269,1947,1931,5,1959,1936,-23,17.8,Median,FALSE,FALSE,Sunny,1000,18.7,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1605,TLV,MIA,1750,1750,0,17,1807,118,104,82,594,1929,5,1948,1934,-14,21.4,Short,FALSE,FALSE,Sunny,1000,18.7,Sunny,1000,No Delay
2015,1,1,4,DL,1626,FLL,TLV,1750,1748,-2,12,1800,121,104,87,581,1927,5,1951,1932,-19,18.7,Short,FALSE,FALSE,Partly cloudy,1003,21.4,Sunny,1000,No Delay
2015,1,1,4,OO,5607,TLV,ORD,1750,1747,-3,20,1807,125,129,96,606,1843,13,1855,1856,1,-15.6,Short,FALSE,FALSE,Sunny,1000,18.7,Blizzard,1117,No Delay
2015,1,1,4,US,2041,CLT,TLV,1755,1747,-8,12,1759,77,60,44,226,1843,4,1912,1847,-25,18.7,Short,FALSE,FALSE,Overcast,1009,8.3,Sunny,1000,No Delay
2015,1,1,4,AA,125,TLV,DFW,1755,1754,-1,14,1808,155,135,113,731,1901,8,1930,1909,-21,3.5,Short,FALSE,FALSE,Sunny,1000,18.7,Sunny,1000,No Delay
2015,1,1,4,DL,1769,TLV,MCO,1755,1751,-4,32,1823,90,102,61,404,1924,9,1925,1933,8,19.2,Short,FALSE,FALSE,Sunny,1000,18.7,Sunny,1000,No Delay
2015,1,1,4,DL,2490,LGA,TLV,1759,1758,-1,16,1814,174,139,119,762,2013,4,2053,2017,-36,18.7,Short,FALSE,FALSE,Light snow,1213,-4,Sunny,1000,No Delay
2015,1,1,4,US,447,TLV,CLT,1800,1758,-2,13,1811,76,67,44,226,1855,10,1916,1905,-11,8.3,Short,FALSE,FALSE,Sunny,1000,18.7,Overcast,1009,No Delay
2015,1,1,4,DL,2139,DCA,TLV,1800,1754,-6,14,1808,124,110,88,547,1936,8,2004,1944,-20,18.7,Short,FALSE,FALSE,Light drizzle,1153,-1.9,Sunny,1000,No Delay
2015,1,1,4,DL,1491,TLV,TPA,1805,1854,49,16,1910,85,79,60,406,2010,3,1930,2013,43,19,Short,FALSE,FALSE,Sunny,1000,18.2,Sunny,1000,Delayed
2015,1,1,4,US,2037,PHL,TLV,1810,1805,-5,50,1855,151,166,108,666,2043,8,2041,2051,10,18.2,Short,FALSE,FALSE,Overcast,1009,-3.7,Sunny,1000,No Delay
2015,1,1,4,WN,1053,TLV,MSY,1815,1816,1,10,1826,100,85,70,425,1836,5,1855,1841,-14,19,Short,FALSE,FALSE,Sunny,1000,18.2,Partly cloudy,1003,No Delay
2015,1,1,4,WN,2752,MSY,TLV,1815,1815,0,8,1823,85,70,57,425,2020,5,2040,2025,-15,18.2,Short,FALSE,FALSE,Partly cloudy,1003,19,Sunny,1000,No Delay
2015,1,1,4,AA,349,MIA,TLV,1820,1821,1,13,1834,125,106,86,594,2000,7,2025,2007,-18,18.2,Short,FALSE,FALSE,Sunny,1000,21.2,Sunny,1000,No Delay
2015,1,1,4,AA,1298,DFW,TLV,1820,2000,100,33,2033,120,132,93,731,2306,6,2120,2312,112,17.2,Short,FALSE,FALSE,Clear,1000,0.7,Clear,1000,Heavy Delay
2015,1,1,4,DL,1641,TLV,DCA,1820,1817,-3,17,1834,101,103,80,547,1954,6,2001,2000,-1,-3.2,Short,FALSE,FALSE,Sunny,1000,18.2,Light drizzle,1153,No Delay
2015,1,1,4,DL,2394,TLV,PHL,1822,1814,-8,17,1831,124,121,99,666,2010,5,2026,2015,-11,-3.7,Short,FALSE,FALSE,Sunny,1000,18.2,Overcast,1009,No Delay
2015,1,1,4,WN,686,MCO,TLV,1825,1832,7,9,1841,90,81,65,404,1946,7,1955,1953,-2,18.2,Short,FALSE,FALSE,Sunny,1000,17.8,Sunny,1000,No Delay
2015,1,1,4,DL,1427,TLV,FLL,1830,1832,2,17,1849,115,103,82,581,2011,4,2025,2015,-10,21.2,Short,FALSE,FALSE,Sunny,1000,18.2,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1943,MCO,TLV,1830,1817,-13,14,1831,100,87,62,404,1933,11,2010,1944,-26,18.2,Short,FALSE,FALSE,Sunny,1000,17.8,Sunny,1000,No Delay
2015,1,1,4,WN,958,PHL,TLV,1835,1836,1,40,1916,135,162,113,666,2109,9,2050,2118,28,18.2,Short,FALSE,FALSE,Overcast,1009,-3.7,Sunny,1000,Delayed
2015,1,1,4,WN,1975,FLL,TLV,1850,1940,50,11,1951,120,103,86,581,2117,6,2050,2123,33,17.7,Short,FALSE,FALSE,Partly cloudy,1003,21.2,Clear,1000,Delayed
2015,1,1,4,WN,1768,LGA,TLV,1855,1859,4,10,1909,165,149,130,762,2119,9,2140,2128,-12,18.2,Short,FALSE,FALSE,Light snow,1213,-4.5,Sunny,1000,No Delay
2015,1,1,4,DL,1669,TLV,MCO,1855,1853,-2,18,1911,92,87,61,404,2012,8,2027,2020,-7,17.8,Short,FALSE,FALSE,Sunny,1000,18.2,Sunny,1000,No Delay
2015,1,1,4,NK,403,TLV,FLL,1855,1851,-4,10,1901,115,102,85,581,2026,7,2050,2033,-17,21.2,Short,FALSE,FALSE,Sunny,1000,18.2,Partly cloudy,1003,No Delay
2015,1,1,4,DL,2376,TPA,TLV,1859,1858,-1,12,1910,99,84,67,406,2017,5,2038,2022,-16,18.2,Short,FALSE,FALSE,Sunny,1000,19,Sunny,1000,No Delay
2015,1,1,4,WN,3837,DCA,TLV,1900,1852,-8,14,1906,105,114,91,547,2037,9,2045,2046,1,18.2,Short,FALSE,FALSE,Light drizzle,1153,-3.2,Sunny,1000,No Delay
2015,1,1,4,AA,232,TLV,DFW,1900,1858,-2,17,1915,150,177,125,731,2020,35,2030,2055,25,1.7,Short,FALSE,FALSE,Sunny,1000,18.2,Sunny,1000,Delayed
2015,1,1,4,DL,1268,LGA,TLV,1900,1859,-1,12,1911,168,143,125,762,2116,6,2148,2122,-26,18.2,Short,FALSE,FALSE,Light snow,1213,-4.5,Sunny,1000,No Delay
2015,1,1,4,WN,603,TLV,BWI,1905,1901,-4,11,1912,110,102,73,577,2025,18,2055,2043,-12,-4,Short,FALSE,FALSE,Clear,1000,17.7,Light drizzle,1153,No Delay
2015,1,1,4,DL,2024,TLV,BWI,1905,1902,-3,21,1923,111,108,79,577,2042,8,2056,2050,-6,-4,Short,FALSE,FALSE,Clear,1000,17.7,Light drizzle,1153,No Delay
2015,1,1,4,DL,2476,TLV,MSY,1905,1904,-1,14,1918,102,89,69,425,1927,6,1947,1933,-14,18.5,Short,FALSE,FALSE,Clear,1000,17.7,Partly cloudy,1003,No Delay
2015,1,1,4,WN,1123,TPA,TLV,1910,1915,5,14,1929,95,88,67,406,2036,7,2045,2043,-2,17.7,Short,FALSE,FALSE,Sunny,1000,18.5,Clear,1000,No Delay
2015,1,1,4,DL,1120,TLV,ORD,1910,1910,0,20,1930,129,123,95,606,2005,8,2019,2013,-6,-16.1,Short,FALSE,FALSE,Clear,1000,17.7,Blizzard,1117,No Delay
2015,1,1,4,DL,1281,TLV,MIA,1910,1929,19,13,1942,116,100,84,594,2106,3,2106,2109,3,21.1,Short,FALSE,FALSE,Clear,1000,17.7,Sunny,1000,No Delay
2015,1,1,4,WN,4387,BWI,TLV,1915,1951,36,10,2001,115,114,96,577,2137,8,2110,2145,35,17.7,Short,FALSE,FALSE,Light drizzle,1153,-4,Clear,1000,Delayed
2015,1,1,4,DL,507,TLV,TPA,1920,1918,-2,13,1931,85,75,58,406,2029,4,2045,2033,-12,18.5,Short,FALSE,FALSE,Clear,1000,17.7,Sunny,1000,No Delay
2015,1,1,4,DL,1638,TLV,DCA,1920,1920,0,14,1934,104,94,76,547,2050,4,2104,2054,-10,-3.3,Short,FALSE,FALSE,Clear,1000,17.7,Light drizzle,1153,No Delay
2015,1,1,4,F9,1013,MCO,TLV,1925,2011,46,10,2021,85,76,60,404,2121,6,2050,2127,37,17.2,Short,FALSE,FALSE,Clear,1000,17,Clear,1000,Delayed
2015,1,1,4,DL,2155,TLV,LAX,1927,1938,11,15,1953,310,298,260,1947,2113,23,2137,2136,-1,16.2,Median,FALSE,FALSE,Clear,1000,17.7,Partly cloudy,1003,No Delay
2015,1,1,4,US,2015,TLV,PHL,1945,1943,-2,13,1956,120,112,95,666,2131,4,2145,2135,-10,-3.9,Short,FALSE,FALSE,Clear,1000,17.7,Overcast,1009,No Delay
2015,1,1,4,DL,2052,TLV,CLT,1945,1959,14,19,2018,68,71,46,226,2104,6,2053,2110,17,8.1,Short,FALSE,FALSE,Clear,1000,17.7,Overcast,1009,Delayed
2015,1,1,4,DL,2330,FLL,TLV,1945,1940,-5,13,1953,111,99,80,581,2113,6,2136,2119,-17,17.7,Short,FALSE,FALSE,Partly cloudy,1003,21.2,Clear,1000,No Delay
2015,1,1,4,WN,1166,TLV,TPA,1950,2009,19,12,2021,85,79,63,406,2124,4,2115,2128,13,18.1,Short,FALSE,FALSE,Clear,1000,17.2,Clear,1000,No Delay
2015,1,1,4,AA,2396,DFW,TLV,1955,2111,76,30,2141,115,125,91,731,12,4,2250,16,86,16.7,Short,FALSE,FALSE,Clear,1000,0.3,Clear,1000,Heavy Delay
2015,1,1,4,DL,1143,TLV,MCO,1955,2006,11,11,2017,88,80,62,404,2119,7,2123,2126,3,17,Short,FALSE,FALSE,Clear,1000,17.2,Clear,1000,No Delay
2015,1,1,4,DL,2408,TLV,FLL,1955,1954,-1,15,2009,111,101,81,581,2130,5,2146,2135,-11,21.2,Short,FALSE,FALSE,Clear,1000,17.7,Partly cloudy,1003,No Delay
2015,1,1,4,US,1805,TLV,CLT,1959,1951,-8,25,2016,74,76,44,226,2100,7,2113,2107,-6,8.1,Short,FALSE,FALSE,Clear,1000,17.7,Overcast,1009,No Delay
2015,1,1,4,WN,1765,TLV,MCO,2000,1956,-4,18,2014,85,87,62,404,2116,7,2125,2123,-2,17.4,Short,FALSE,FALSE,Clear,1000,17.7,Sunny,1000,No Delay
2015,1,1,4,AA,1414,MIA,TLV,2000,1958,-2,19,2017,121,111,85,594,2142,7,2201,2149,-12,17.7,Short,FALSE,FALSE,Sunny,1000,21.1,Clear,1000,No Delay
2015,1,1,4,WN,442,TLV,LGA,2010,2047,37,14,2101,135,123,100,762,2241,9,2225,2250,25,-3.9,Short,FALSE,FALSE,Clear,1000,17.2,Overcast,1009,Delayed
2015,1,1,4,AA,276,TLV,DFW,2015,2029,14,71,2140,145,189,112,731,2232,6,2140,2238,58,0.7,Short,FALSE,FALSE,Clear,1000,17.2,Clear,1000,Delayed
2015,1,1,4,US,745,CLT,TLV,2020,2018,-2,16,2034,73,66,42,226,2116,8,2133,2124,-9,17.2,Short,FALSE,FALSE,Overcast,1009,8.6,Clear,1000,No Delay
2015,1,1,4,WN,152,TLV,FLL,2020,2026,6,11,2037,115,100,86,581,2203,3,2215,2206,-9,21.2,Short,FALSE,FALSE,Clear,1000,17.2,Clear,1000,No Delay
2015,1,1,4,US,1755,PHL,TLV,2024,2017,-7,12,2029,132,128,107,666,2216,9,2236,2225,-11,17.2,Short,FALSE,FALSE,Overcast,1009,-4.1,Clear,1000,No Delay
2015,1,1,4,WN,295,LGA,TLV,2030,2046,16,12,2058,165,144,126,762,2304,6,2315,2310,-5,17.2,Short,FALSE,FALSE,Overcast,1009,-3.9,Clear,1000,No Delay
2015,1,1,4,WN,686,TLV,BWI,2030,2028,-2,11,2039,100,94,78,577,2157,5,2210,2202,-8,-4.2,Short,FALSE,FALSE,Clear,1000,17.2,Light rain,1183,No Delay
2015,1,1,4,DL,29,TLV,DFW,2030,2029,-1,16,2045,150,138,114,731,2139,8,2200,2147,-13,0.7,Short,FALSE,FALSE,Clear,1000,17.2,Clear,1000,No Delay
2015,1,1,4,DL,1474,TLV,TPA,2041,2040,-1,10,2050,83,72,60,406,2150,2,2204,2152,-12,18.1,Short,FALSE,FALSE,Clear,1000,17.2,Clear,1000,No Delay
2015,1,1,4,DL,906,TLV,LGA,2045,2058,13,13,2111,128,118,96,762,2247,9,2253,2256,3,-3.9,Short,FALSE,FALSE,Clear,1000,17.2,Overcast,1009,No Delay
2015,1,1,4,DL,1076,TLV,CLT,2045,2044,-1,10,2054,68,56,39,226,2133,7,2153,2140,-13,8.6,Short,FALSE,FALSE,Clear,1000,17.2,Overcast,1009,No Delay
2015,1,1,4,DL,2327,TLV,FLL,2045,2045,0,14,2059,110,99,81,581,2220,4,2235,2224,-11,21.2,Short,FALSE,FALSE,Clear,1000,17.2,Clear,1000,No Delay
2015,1,1,4,DL,552,TLV,MSY,2048,2049,1,27,2116,98,102,69,425,2125,6,2126,2131,5,18.1,Short,FALSE,FALSE,Clear,1000,17.2,Partly cloudy,1003,No Delay
2015,1,1,4,WN,639,TLV,LAX,2050,2050,0,14,2104,315,291,272,1947,2236,5,2305,2241,-24,16.2,Median,FALSE,FALSE,Clear,1000,17.2,Clear,1000,No Delay
2015,1,1,4,DL,2355,TLV,LAX,2051,2046,-5,17,2103,304,293,258,1947,2221,18,2255,2239,-16,16.2,Median,FALSE,FALSE,Clear,1000,17.2,Clear,1000,No Delay
2015,1,1,4,DL,1469,TLV,MCO,2055,2052,-3,16,2108,89,86,61,404,2209,9,2224,2218,-6,17,Short,FALSE,FALSE,Clear,1000,17.2,Clear,1000,No Delay
2015,1,1,4,WN,4973,BWI,TLV,2100,2106,6,11,2117,115,114,96,577,2253,7,2255,2300,5,16.7,Short,FALSE,FALSE,Light rain,1183,-4.5,Clear,1000,No Delay
2015,1,1,4,AA,2214,MIA,TLV,2105,2103,-2,19,2122,115,111,85,594,2247,7,2300,2254,-6,16.7,Short,FALSE,FALSE,Clear,1000,20.8,Clear,1000,No Delay
2015,1,1,4,WN,1025,TLV,DCA,2110,2149,39,14,2203,105,95,77,547,2320,4,2255,2324,29,-3.5,Short,FALSE,FALSE,Clear,1000,16.7,Light rain,1183,Delayed
2015,1,1,4,AA,349,TLV,MIA,2110,2103,-7,17,2120,112,116,86,594,2246,13,2302,2259,-3,20.8,Short,FALSE,FALSE,Clear,1000,16.7,Clear,1000,No Delay
2015,1,1,4,WN,303,TLV,PHL,2125,2132,7,10,2142,125,104,88,666,2310,6,2330,2316,-14,-4.4,Short,FALSE,FALSE,Clear,1000,16.7,Overcast,1009,No Delay
2015,1,1,4,F9,1012,TLV,MCO,2130,2215,45,18,2233,95,91,62,404,2335,11,2305,2346,41,16.4,Short,FALSE,FALSE,Clear,1000,16.4,Clear,1000,Delayed
2015,1,1,4,WN,2417,TLV,TPA,2145,2219,34,13,2232,90,79,61,406,2333,5,2315,2338,23,17.4,Short,FALSE,FALSE,Clear,1000,16.4,Clear,1000,Delayed
2015,1,1,4,WN,2867,TLV,BWI,2145,2220,35,10,2230,110,87,72,577,2342,5,2335,2347,12,-3.9,Short,FALSE,FALSE,Clear,1000,16.4,Light rain,1183,No Delay
2015,1,1,4,DL,2386,TLV,LGA,2145,2140,-5,15,2155,131,125,100,762,2335,10,2356,2345,-11,-3.6,Short,FALSE,FALSE,Clear,1000,16.7,Overcast,1009,No Delay
2015,1,1,4,NK,230,FLL,TLV,2145,2143,-2,11,2154,107,102,82,581,2316,9,2332,2325,-7,16.7,Short,FALSE,FALSE,Clear,1000,21.2,Clear,1000,No Delay
2015,1,1,4,DL,1711,TLV,DFW,2150,2149,-1,15,2204,147,134,112,731,2256,7,2317,2303,-14,0.3,Short,FALSE,FALSE,Clear,1000,16.7,Clear,1000,No Delay
2015,1,1,4,WN,3328,TLV,MCO,2155,2217,22,13,2230,90,85,62,404,2332,10,2325,2342,17,16.4,Short,FALSE,FALSE,Clear,1000,16.4,Clear,1000,Delayed
2015,1,1,4,US,1897,CLT,TLV,2230,2226,-4,12,2238,66,59,42,226,2320,5,2336,2325,-11,16.4,Short,FALSE,FALSE,Overcast,1009,9.1,Clear,1000,No Delay
2015,1,1,4,DL,1354,LAX,TLV,2245,2247,2,20,2307,245,239,212,1947,539,7,550,546,-4,16.4,Median,FALSE,FALSE,Clear,1000,16.1,Clear,1000,No Delay
2015,1,2,5,DL,1154,LAX,TLV,55,53,-2,17,110,244,242,216,1947,746,9,759,755,-4,15.9,Median,FALSE,FALSE,Clear,1000,15.7,Clear,1000,No Delay
2015,1,2,5,DL,1418,MCO,TLV,520,520,0,14,534,87,82,62,404,636,6,647,642,-5,17.4,Short,FALSE,FALSE,Cloudy,1006,15.5,Partly cloudy,1003,No Delay
2015,1,2,5,DL,1639,TPA,TLV,520,514,-6,12,526,86,79,61,406,627,6,646,633,-13,17.4,Short,FALSE,FALSE,Partly cloudy,1003,17,Partly cloudy,1003,No Delay
2015,1,2,5,DL,1890,DFW,TLV,540,539,-1,14,553,123,119,91,731,824,14,843,838,-5,17.4,Short,FALSE,FALSE,Clear,1000,-9,Partly cloudy,1003,No Delay
2015,1,2,5,DL,2127,FLL,TLV,545,542,-3,16,558,110,107,84,581,722,7,735,729,-6,17.4,Short,FALSE,FALSE,Partly cloudy,1003,20.8,Partly cloudy,1003,No Delay
2015,1,2,5,US,658,TLV,CLT,550,546,-4,14,600,67,61,38,226,638,9,657,647,-10,10.7,Short,FALSE,FALSE,Partly cloudy,1003,17.4,Moderate rain,1189,No Delay
2015,1,2,5,WN,2616,TPA,TLV,550,545,-5,11,556,90,80,62,406,658,7,720,705,-15,17.4,Short,FALSE,FALSE,Partly cloudy,1003,17,Partly cloudy,1003,No Delay
2015,1,2,5,WN,2202,DCA,TLV,600,554,-6,12,606,105,118,96,547,742,10,745,752,7,17.4,Short,FALSE,FALSE,Overcast,1009,5.8,Partly cloudy,1003,No Delay
2015,1,2,5,WN,48,FLL,TLV,600,634,34,11,645,115,116,91,581,816,14,755,830,35,17.6,Short,FALSE,FALSE,Partly cloudy,1003,20.8,Partly cloudy,1003,Delayed
2015,1,2,5,WN,997,LGA,TLV,600,600,0,26,626,160,173,135,762,841,12,840,853,13,17.6,Short,FALSE,FALSE,Overcast,1009,-2.2,Partly cloudy,1003,No Delay
2015,1,2,5,DL,786,TLV,LGA,600,559,-1,11,610,127,111,92,762,742,8,807,750,-17,-2.9,Short,FALSE,FALSE,Partly cloudy,1003,17.4,Overcast,1009,No Delay
2015,1,2,5,DL,823,CLT,TLV,600,558,-2,19,617,74,73,46,226,703,8,714,711,-3,17.4,Short,FALSE,FALSE,Moderate rain,1189,10.7,Partly cloudy,1003,No Delay
2015,1,2,5,DL,839,DCA,TLV,600,600,0,25,625,116,125,93,547,758,7,756,805,9,17.6,Short,FALSE,FALSE,Overcast,1009,7,Partly cloudy,1003,No Delay
2015,1,2,5,DL,849,MSY,TLV,600,600,0,16,616,85,88,58,425,814,14,825,828,3,17.6,Short,FALSE,FALSE,Partly cloudy,1003,3.4,Partly cloudy,1003,No Delay
2015,1,2,5,DL,2154,LAX,TLV,600,559,-1,16,615,250,259,233,1947,1308,10,1310,1318,8,17.4,Median,FALSE,FALSE,Clear,1000,14.3,Partly cloudy,1003,No Delay
2015,1,2,5,DL,904,LGA,TLV,600,558,-2,16,614,159,156,131,762,825,9,839,834,-5,17.4,Short,FALSE,FALSE,Overcast,1009,-2.9,Partly cloudy,1003,No Delay
2015,1,2,5,DL,977,ORD,TLV,600,601,1,22,623,127,122,87,606,850,13,907,903,-4,17.6,Short,FALSE,FALSE,Blizzard,1117,-25.1,Partly cloudy,1003,No Delay
2015,1,2,5,WN,3225,LAX,TLV,610,610,0,27,637,260,262,229,1947,1326,6,1330,1332,2,17.6,Median,FALSE,FALSE,Clear,1000,13.8,Partly cloudy,1003,No Delay
2015,1,2,5,MQ,2886,ORD,TLV,610,606,-4,51,657,108,141,83,606,920,7,858,927,29,17.6,Short,FALSE,FALSE,Blizzard,1117,-25.1,Partly cloudy,1003,Delayed
2015,1,2,5,WN,1579,BWI,TLV,615,656,41,22,718,120,129,99,577,857,8,815,905,50,17.6,Short,FALSE,FALSE,Overcast,1009,4.2,Partly cloudy,1003,Delayed
2015,1,2,5,WN,3935,MCO,TLV,615,614,-1,13,627,95,86,65,404,732,8,750,740,-10,17.6,Short,FALSE,FALSE,Cloudy,1006,15.5,Partly cloudy,1003,No Delay
2015,1,2,5,DL,327,PHL,TLV,615,611,-4,11,622,155,144,117,666,819,16,850,835,-15,17.6,Short,FALSE,FALSE,Heavy rain,1195,1.8,Partly cloudy,1003,No Delay
2015,1,2,5,DL,1625,BWI,TLV,615,611,-4,12,623,123,119,100,577,803,7,818,810,-8,17.6,Short,FALSE,FALSE,Overcast,1009,4.2,Partly cloudy,1003,No Delay
2015,1,2,5,OO,5582,ORD,TLV,615,642,27,19,701,118,123,92,606,933,12,913,945,32,17.6,Short,FALSE,FALSE,Blizzard,1117,-25.1,Partly cloudy,1003,Delayed
2015,1,2,5,DL,1518,MCO,TLV,620,616,-4,17,633,91,84,61,404,734,6,751,740,-11,17.6,Short,FALSE,FALSE,Cloudy,1006,15.5,Partly cloudy,1003,No Delay
2015,1,2,5,AA,1635,TLV,DFW,625,622,-3,10,632,150,146,129,731,741,7,755,748,-7,-9.2,Short,FALSE,FALSE,Partly cloudy,1003,17.6,Clear,1000,No Delay
2015,1,2,5,DL,891,MIA,TLV,625,618,-7,20,638,120,120,87,594,805,13,825,818,-7,17.6,Short,FALSE,FALSE,Partly cloudy,1003,20.4,Partly cloudy,1003,No Delay
2015,1,2,5,US,543,TLV,PHL,630,624,-6,10,634,116,99,86,666,800,3,826,803,-23,1.8,Short,FALSE,FALSE,Partly cloudy,1003,17.6,Heavy rain,1195,No Delay
2015,1,2,5,WN,2227,TLV,LGA,630,628,-2,12,640,125,123,92,762,812,19,835,831,-4,-2.2,Short,FALSE,FALSE,Partly cloudy,1003,17.6,Overcast,1009,No Delay
2015,1,2,5,DL,1872,TPA,TLV,630,627,-3,12,639,88,80,59,406,738,9,758,747,-11,17.6,Short,FALSE,FALSE,Partly cloudy,1003,17.2,Partly cloudy,1003,No Delay
2015,1,2,5,WN,1714,MSY,TLV,635,629,-6,14,643,85,91,63,425,846,14,900,900,0,17.6,Short,FALSE,FALSE,Partly cloudy,1003,3.4,Partly cloudy,1003,No Delay
2015,1,2,5,WN,1159,TLV,DCA,645,641,-4,8,649,100,85,71,547,800,6,825,806,-19,7,Short,FALSE,FALSE,Partly cloudy,1003,17.6,Overcast,1009,No Delay
2015,1,2,5,DL,827,FLL,TLV,645,644,-1,14,658,114,111,85,581,823,12,839,835,-4,17.6,Short,FALSE,FALSE,Partly cloudy,1003,20.8,Partly cloudy,1003,No Delay
2015,1,2,5,DL,886,TLV,LGA,645,642,-3,12,654,128,117,97,762,831,8,853,839,-14,-2.2,Short,FALSE,FALSE,Partly cloudy,1003,17.6,Overcast,1009,No Delay
2015,1,2,5,DL,1818,TLV,MCO,655,656,1,13,709,87,79,59,404,808,7,822,815,-7,15.5,Short,FALSE,FALSE,Partly cloudy,1003,17.6,Cloudy,1006,No Delay
2015,1,2,5,DL,1547,LGA,TLV,659,656,-3,18,714,162,150,122,762,916,10,941,926,-15,17.6,Short,FALSE,FALSE,Overcast,1009,-2.2,Partly cloudy,1003,No Delay
2015,1,2,5,US,461,TLV,CLT,700,652,-8,54,746,72,111,49,226,835,8,812,843,31,10.9,Short,FALSE,FALSE,Partly cloudy,1003,17.6,Moderate rain,1189,Delayed
2015,1,2,5,AA,17,TLV,MIA,700,658,-2,14,712,112,104,84,594,836,6,852,842,-10,20.4,Short,FALSE,FALSE,Partly cloudy,1003,17.6,Partly cloudy,1003,No Delay
2015,1,2,5,AA,1513,DFW,TLV,700,652,-8,11,703,125,124,95,731,938,18,1005,956,-9,17.6,Short,FALSE,FALSE,Clear,1000,-9.2,Partly cloudy,1003,No Delay
2015,1,2,5,DL,1954,DFW,TLV,700,657,-3,16,713,125,123,95,731,948,12,1005,1000,-5,17.6,Short,FALSE,FALSE,Clear,1000,-9.2,Partly cloudy,1003,No Delay
